Date,Temperature
2022-04-01,6.23042433926313
2022-04-02,5.968622686647282
2022-04-03,6.161114215881992
2022-04-04,6.14376487516084
2022-04-05,6.351719015256376
2022-04-06,6.234951185008119
2022-04-07,6.19055781248955
2022-04-08,6.068627609380799
2022-04-09,6.227042820387008
2022-04-10,5.988411265881852
2022-04-11,6.157715391455267
2022-04-12,6.0484978966793435
2022-04-13,5.9632919526204775
2022-04-14,6.129300033212811
2022-04-15,6.020131413482842
2022-04-16,6.110920365456427
2022-04-17,6.079279422758664
2022-04-18,6.144173555801241
2022-04-19,6.1955802641544775
2022-04-20,6.23595444622206
2022-04-21,6.231846514504224
2022-04-22,6.531831977638116
2022-04-23,6.126135293608675
2022-04-24,6.366047784147938
2022-04-25,6.177158337494712
2022-04-26,6.386954835275538
2022-04-27,6.3254333979124
2022-04-28,6.277044490095238
2022-04-29,6.245160414515503
2022-04-30,6.1925188937542845
2022-05-01,6.359762760218234
2022-05-02,6.323321097060294
2022-05-03,5.842419552296066
2022-05-04,6.0884006138852556
2022-05-05,6.119186070843781
2022-05-06,6.085332624739707
2022-05-07,6.140025721042647
2022-05-08,6.142310268591357
2022-05-09,6.161518187399981
2022-05-10,6.127576617270624
2022-05-11,5.8901716987595005
2022-05-12,6.020956288430479
2022-05-13,6.092609557050866
2022-05-14,6.101966114639902
2022-05-15,6.088419975920852
2022-05-16,6.15459052647035
2022-05-17,6.027257598917118
2022-05-18,5.9334887969585255
2022-05-19,6.045262759334507
2022-05-20,6.075993973421584
2022-05-21,5.959526118634878
2022-05-22,6.145308144592995
2022-05-23,6.071782143720213
2022-05-24,5.955683719661795
2022-05-25,5.970487687285508
2022-05-26,5.919965661938651
2022-05-27,5.913671829653162
2022-05-28,5.912933553241683
2022-05-29,5.975286454283497
2022-05-30,5.706661654446947
2022-05-31,5.974297453897927
2022-06-01,5.800548307996141
2022-06-02,5.899914805149963
2022-06-03,6.0653970423487005
2022-06-04,6.075510388327861
2022-06-05,6.133010894762351
2022-06-06,6.20937303236452
2022-06-07,6.2309187103970105
2022-06-08,
2022-06-09,
2022-06-10,
2022-06-11,
2022-06-12,
2022-06-13,
2022-06-14,
2022-06-15,
2022-06-16,
2022-06-17,
2022-06-18,6.504199890155929
2022-06-19,6.464498435233225
2022-06-20,6.467845870250216
2022-06-21,6.394054339188378
2022-06-22,6.383225648282772
2022-06-23,6.233759155455305
2022-06-24,6.322449643410482
2022-06-25,6.301932478765045
2022-06-26,6.324463787757361
2022-06-27,6.406966183469242
2022-06-28,6.421200433411084
2022-06-29,6.471280189085489
2022-06-30,5.495164834604812
2022-07-01,5.472241734050666
2022-07-02,5.388055778440097
2022-07-03,5.127729492683159
2022-07-04,5.2610459048181815
2022-07-05,5.370136540736208
2022-07-06,5.513141559863665
2022-07-07,5.418279730938461
2022-07-08,5.414053443687183
2022-07-09,5.4140027011122385
2022-07-10,5.304981320364421
2022-07-11,5.06978939296889
2022-07-12,4.97936796929475
2022-07-13,4.949632671447219
2022-07-14,5.026917500064628
2022-07-15,5.127274474413358
2022-07-16,5.1624005223417155
2022-07-17,5.290644557231494
2022-07-18,5.287330627606924
2022-07-19,5.2332642719639715
2022-07-20,5.18340116825717
2022-07-21,5.204655782132757
2022-07-22,5.245397120540814
2022-07-23,5.209644350079962
2022-07-24,5.181701091603762
2022-07-25,5.026252471856228
2022-07-26,4.98192678086629
2022-07-27,5.05228065770994
2022-07-28,5.1287429458144285
2022-07-29,5.048602031319172
2022-07-30,5.069585225109009
2022-07-31,4.974306646408941
2022-08-01,5.0284612544182385
2022-08-02,5.062191847223026
2022-08-03,5.156687326557281
2022-08-04,5.101009628746167
2022-08-05,5.170096836495989
2022-08-06,5.183873527523421
2022-08-07,5.200180703240091
2022-08-08,5.223598183420301
2022-08-09,5.312815400201579
2022-08-10,5.265632938254557
2022-08-11,5.151603752962917
2022-08-12,
2022-08-13,
2022-08-14,
2022-08-15,
2022-08-16,
2022-08-17,
2022-08-18,
2022-08-19,
2022-08-20,
2022-08-21,
2022-08-22,
2022-08-23,
2022-08-24,
2022-08-25,
2022-08-26,6.488652711033777
2022-08-27,6.330633154295304
2022-08-28,5.952493432084515
2022-08-29,6.056837932152909
2022-08-30,6.285533040262946
2022-08-31,6.419068728421761
2022-09-01,6.2554317682508085
2022-09-02,5.738214580638767
2022-09-03,5.304288672783877
2022-09-04,6.021751787739672
2022-09-05,5.912468445405273
2022-09-06,5.716415246190071
2022-09-07,5.675376642673485
2022-09-08,6.117858439123747
2022-09-09,6.067584584498498
2022-09-10,6.287380052330561
2022-09-11,6.258689575847706
2022-09-12,6.155786097903385
2022-09-13,6.271143309704275
2022-09-14,5.649741416710923
2022-09-15,6.157608643896412
2022-09-16,6.440286010041429
2022-09-17,6.125852942569498
2022-09-18,5.835147070500827
2022-09-19,6.201224091645186
2022-09-20,6.105172553700914
2022-09-21,6.601668868444057
2022-09-22,6.336258950361237
2022-09-23,6.203274080757925
2022-09-24,5.835581699164225
2022-09-25,5.930573998487277
2022-09-26,6.19873589473065
2022-09-27,6.252990216327079
2022-09-28,6.0846577916839575
2022-09-29,5.889392527141189
2022-09-30,5.749794821004487
2022-10-01,5.998661780978432
2022-10-02,5.936786869490004
2022-10-03,6.011120516337046
2022-10-04,6.144109169955462
2022-10-05,6.031769855096565
2022-10-06,5.60570638759056
2022-10-07,5.943037588194543
2022-10-08,5.883832072348364
2022-10-09,5.873973972228758
2022-10-10,5.974119499828227
2022-10-11,5.951615633094824
